ID,FDP_ID,Election,Year,County,Agency,Measure,ElectionType,AgencyType,BallotQ_Coll,Impartial_Coll,Fiscal_Coll,Resolution_Coll,Ordinance_Coll,For_Coll,Against_Coll,RebutFor_Coll,RebutAgainst_Coll,ProjectBack_Coll,NotTaxFile,CantFindFile,ChangedOGFile,ChangedFileInfo,ChangeNotes,Notes,FileNames_Actual,Policy_Text,Clean_Policy_Text,Imp_Text,Clean_Imp_Text,Text_NOTES,Policy_Coll,FileName_Temp
Heat2750,1566,  5/5/2009,2009,San Mateo,Jefferson Elementary School District,A,Special,School District,1,1,,,,1,1,1,1,,0,,,,,,2009-SanMateo-JeffersonESD-A-All,1,1,1,1,,1,2009-SanMateo-JeffersonESD-A
Heat2751,1543,  6/2/2009,2009,San Mateo,Redwood City Elementary School District,E,Primary,School District,1,1,,,,1,1,1,1,,0,,,,,,2009-SanMateo-RedwoodCitySD-E-All,1,1,1,1,,1,2009-SanMateo-RedwoodCitySD-E
Heat2752,1586,  5/5/2009,2009,San Mateo,San Carlos School District,B,Special,School District,1,1,,,,1,1,1,1,,0,,,,,,2009-SanMateo-SanCarlosSD-B-All,1,1,1,1,,1,2009-SanMateo-SanCarlosSD-B
Heat2753,1607, 11/3/2009,2009,San Mateo,Town of Portola Valley,P,General,City,1,1,,,,1,1,1,1,,0,,,,,,2009-SanMateo-PortolaValley-P-All,1,1,1,1,,1,2009-SanMateo-PortolaValley-P
Heat2754,1609,  5/5/2009,2009,San Mateo,Woodside School District,C,Special,School District,1,1,,,,1,1,1,1,,0,,1,1,"Deleted ""Elementary,"" checked their website",will also increase Gann limit,2009-SanMateo-WoodsideSD-C-All,1,1,1,1,,1,2009-SanMateo-WoodsideSD-C
Heat2755,1636,  5/5/2009,2009,Santa Barbara,"Santa Barbara County Community Services District (Santa Rita Hills, CSD-P)",A,Special ,Special District,1,1,,,,1,1,5,1,,0,,,,,,2009-SantaBarbara-SantaRitaHillsCSD-A-SampleBallot,,,,,,3,2009-SantaBarbara-SantaRitaHillsCSD-A
Heat2756,1669, 11/3/2009,2009,Santa Clara,City of Cupertino,B,General,City,1,1,,,,1,5,5,5,,0,,,,"""OrdText"" to ""Ord""",,2009-SantaClara-Cupertino-B-SampleBallot; 2009-SantaClara-Cupertino-B-Ord,1,1,1,1,,1,2009-SantaClara-Cupertino-B
Heat2757,1684, 11/3/2009,2009,Santa Clara,City of Palo Alto,A,General,City,1,1,,,,1,1,1,1,,0,,,,,,2009-SantaClara-PaloAlto-A-All,1,1,1,1,,1,2009-SantaClara-PaloAlto-A
Heat2758,1702,  5/5/2009,2009,Santa Clara,Cupertino Union School District,B,Special,School District,1,1,,,,1,5,5,5,,0,,1,,"From ""USD"" to ""UnionSD""",,2009-SantaClara-CupertinoUnionSD-B-All,1,1,1,1,,1,2009-SantaClara-CupertinoUnionSD-B
Heat2759,1711, 11/3/2009,2009,Santa Clara,Fremont Union High School District,G,General,School District,1,1,,,,1,1,1,1,,0,,1,,"""FremontUnified"" to ""FremontUnionSD""",,2009-SantaClara-FremontUnionSD-G-All,1,1,1,1,,1,2009-SantaClara-FremontUnionSD-G
Heat2760,1724,  5/5/2009,2009,Santa Clara,Moreland School District,A,Special,School District,1,1,,,,1,5,5,5,,0,,,,,"Used ""Full Text"" in VIG for Policy",2009-SantaClara-MorelandSD-A-All,1,1,1,1,,1,2009-SantaClara-MorelandSD-A
Heat2761,1736, 11/3/2009,2009,Santa Clara,Santa Clara Unified School District,C,General,School District,1,1,,,,1,5,5,5,,0,,1,,"""Unified"" to ""USD""",,2009-SantaClara-SantaClaraUSD-C-All,1,1,1,1,,1,2009-SantaClara-SantaClaraUSD-C
Heat2762,1863, 11/3/2009,2009,Solano,City of Vallejo,U,General,City,1,1,,,,1,5,5,5,,0,,,,,,2009-Solano-Vallejo-U-All,1,1,1,1,,1,2009-Solano-Vallejo-U
Heat2763,1926,  3/3/2009,2009,Sonoma,Gravenstein Union School District,A,Special,School District,1,1,,,,1,5,5,5,,0,,1,,"""USD"" to ""UnionSD""",,2009-Sonoma-GravensteinUnionSD-A-All,1,1,1,1,,1,2009-Sonoma-GravensteinUnionSD-A
Heat2764,2017, 11/3/2009,2009,Tulare,City of Dinuba,M,General,City,1,1,,,,,1,1,1,,0,,,,"""OrdText"" to ""Ord""",,2009-Tulare-Dinuba-M-Ord; 2009-Tulare-Dinuba-M-SampleBallot,1,1,1,1,,1,2009-Tulare-Dinuba-M
Heat2765,2024, 11/3/2009,2009,Tulare,City of Tulare,N,General,City,1,1,,,,1,,,,,0,,,,"""OrdText"" to ""Ord""",,2009-Tulare-Tulare-N-SampleBallot;2009-Tulare-Tulare-N-Ord,1,1,1,1,,1,2009-Tulare-Tulare-N
Heat2766,2070, 11/3/2009,2009,Ventura,City of San Buenaventura (Ventura),A,General,City,1,1,,,,1,1,1,1,,0,,1,,"from ""All"" to ""SampleBallot""",,2009-Ventura-SanBuenaventura-A-SampleBallot,,,1,1,,3,2009-Ventura-SanBuenaventura-A
Heat2767,2077, 11/3/2009,2009,Ventura,Oxnard Elementary School District,E,General,School District,1,1,,,,1,5,5,5,,0,,,1,"Deleted ""Elementary""",,2009-Ventura-OxnardSD-E-All,1,1,1,1,,1,2009-Ventura-OxnardSD-E
Heat2768,2110, 3/10/2009,2009,Yolo,Yolo County Community Services Area (Wild Wings),O,Special,Special District,1,1,,,,1,1,1,1,,0,,1,,"from ""SampleBallot&Res"" to ""All""",,2009-Yolo-WildWingsCSA-O-All; 2009-Yolo-WildWingsCSA-O-Res,,,,,,1,2009-Yolo-WildWingsCSA-O
Heat2769,12, 11/2/2010,2010,Alameda,Alameda County,F,General,County,1,1,,,,1,5,5,5,,0,,1,,"from ""2010-Alameda-Alameda-F-All"" to ""2010-Alameda-F-All""",fee,2010-Alameda-F-All,,,,,,1,2010-Alameda-F
Heat2770,2117, 6/22/2010,2010,Alameda,Alameda Unified School District,E,Primary,School District,1,3,,,,,,,,,0,,,,,BallotQ the only file on OneDrive,2010-Alameda-AlamedaUSD-E-BallotQ,,,,,,3,2010-Alameda-AlamedaUSD-E
Heat2771,2120, 11/2/2010,2010,Alameda,Berkeley Unified School District,H,General,School District,1,1,,,,1,1,1,1,,0,,1,,"""Unified"" to ""USD""",No policy files on OneDrive,2010-Alameda-BerkeleyUSD-H-SampleBallot,,,1,1,,3,2010-Alameda-BerkeleyUSD-H
Heat2774,48, 11/2/2010,2010,Alameda,City of Albany,Q,General,City,1,1,,,,1,5,5,5,,0,,,,"""OrdText"" to ""Ord""",,2010-Alameda-Albany-Q-SampleBallot; 2010-Alameda-Albany-Q-Ord,1,1,1,1,,1,2010-Alameda-Albany-Q
Heat2772,46, 11/2/2010,2010,Alameda,City of Albany,O,General,City,1,1,,,,1,,,,,0,,,,"""OrdText"" to ""Ord""",,2010-Alameda-Albany-O-SampleBallot;2010-Alameda-Albany-O-Ord,1,1,1,1,,1,2010-Alameda-Albany-O
Heat2773,47, 11/2/2010,2010,Alameda,City of Albany,P,General,City,1,1,1,,,1,5,5,5,,0,,,,"""OrdText"" to ""Ord""",,2010-Alameda-Albany-P-Ord;2010-Alameda-Albany-P-SampleBallot,1,1,1,1,,1,2010-Alameda-Albany-P
Heat2775,67, 11/2/2010,2010,Alameda,City of Berkeley,S,General,City,1,1,,,,1,,,,,0,,,,"""OrdText"" to ""Ord""",,2010-Alameda-Berkeley-S-Ord; 2010-Alameda-Berkeley-S-SampleBallot,1,1,1,1,,1,2010-Alameda-Berkeley-S
Heat2776,69,  6/8/2010,2010,Alameda,City of Berkeley Community Facilities District No. 2,C,Primary,Special District,1,1,,,,1,1,1,1,,0,,1,,"from ""Berkeley"" to ""BerkeleyCFD""",,2010-Alameda-BerkeleyCFD-C-SampleBallot,,,,,,1,2010-Alameda-BerkeleyCFD-C
Heat2777,92, 11/2/2010,2010,Alameda,City of Newark,U,General,City,1,1,,,,1,1,1,1,,0,,,,"""OrdText"" to ""Ord""",,2010-Alameda-Newark-U-Ord; 2010-Alameda-Newark-U-SampleBallot,1,1,1,1,,1,2010-Alameda-Newark-U
Heat2780,117, 11/2/2010,2010,Alameda,City of Oakland,X,General,City,1,1,1,,,1,1,1,1,,0,,,,,,2010-Alameda-Oakland-X-All,1,1,1,1,,1,2010-Alameda-Oakland-X
Heat2778,115, 11/2/2010,2010,Alameda,City of Oakland,V,General,City,1,1,1,,,1,1,1,1,,0,,,,,,2010-Alameda-Oakland-V-All,1,1,1,1,,1,2010-Alameda-Oakland-V
Heat2779,116, 11/2/2010,2010,Alameda,City of Oakland,W,General,City,1,1,1,,,1,1,1,1,,0,,,,,,2010-Alameda-Oakland-W-All,1,1,1,1,,1,2010-Alameda-Oakland-W
Heat2781,138, 11/2/2010,2010,Alameda,City of San Leandro,Z,General,City,1,1,,,,1,1,1,1,,0,,,,"""OrdText"" to ""Ord""",,2010-Alameda-SanLeandro-Z-Ord; 2010-Alameda-SanLeandro-Z-SampleBallot,1,1,1,1,,1,2010-Alameda-SanLeandro-Z
Heat2782,144, 11/2/2010,2010,Alameda,City of Union City,AA,General,City,1,1,,,,1,5,5,5,,0,,,,"""OrdText"" to ""Ord""",,2010-Alameda-UnionCity-AA-Ord; 2010-Alameda-UnionCity-AA-SampleBallot,1,1,1,1,,1,2010-Alameda-UnionCity-AA
Heat2783,151, 11/2/2010,2010,Alameda,Fremont Unified School District,K,General,School District,1,1,,,,1,5,5,5,,0,,1,,"""Unified"" to ""USD""; ""Ord"" to ""Res""","Used Exhibit B ""Full Text"" of Res for Policy",2010-Alameda-FremontUSD-K-SampleBallot; 2010-Alameda-FremontUSD-K-Res,1,1,1,1,,1,2010-Alameda-FremontUSD-K
Heat2784,160, 11/2/2010,2010,Alameda,Oakland Unified School District,L,General,School District,1,1,,,,1,5,5,5,,0,,1,,"""Unified"" to ""USD""",,2010-Alameda-OaklandUSD-L-All,1,1,1,1,,1,2010-Alameda-OaklandUSD-L
Heat2785,180, 11/2/2010,2010,Amador,City of Plymouth,O,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-Amador-Plymouth-O-All,1,1,1,1,,1,2010-Amador-Plymouth-O
Heat2786,190, 11/2/2010,2010,Butte,City of Oroville,A,General,City,1,1,,,,1,5,5,5,,0,,2,,"Merged ""2010-Butte-Oroville-A-SampleBallot_Res"" & ""2010-Butte-Oroville-A-OrdinanceText"" to make ""All"" file",,2010-Butte-Oroville-A-All,1,1,1,1,,1,2010-Butte-Oroville-A
Heat2787,217, 11/2/2010,2010,Colusa,City of Williams,A,General,City,1,1,,,,1,5,5,5,,0,,,,"""OrdText"" to ""Ord""",,2010-Colusa-Williams-A-Ord; 2010-Colusa-Williams-A-SampleBallot,1,1,1,1,,1,2010-Colusa-Williams-A
Heat2788,221,  5/4/2010,2010,Contra Costa,Acalanes Unified School District,A,Special,School District,1,1,,,,1,1,1,1,,0,,1,,"""UHSD"" to ""UnionHSD""",,2010-ContraCosta-AlcalanesUnionHSD-A-All,1,1,1,1,,1,2010-ContraCosta-AlcalanesUnionHSD-A
Heat2789,227, 11/2/2010,2010,Contra Costa,Bethel Island Municipal Improvement District,X,General,Special District,1,1,,,,1,5,5,5,,0,,1,,"from ""BIMID"" to ""BethelIslandMID""",,2010-ContraCosta-BethelIslandMID-X-SampleBallot; 2010-ContraCosta-BethelIslandMID-X-Res,,,,,,1,2010-ContraCosta-BethelIslandMID-X
Heat2790,2182, 11/2/2010,2010,Contra Costa,City of Antioch,P,General,City,1,1,,,,1,1,5,5,,0,,,,,,2010-ContraCosta-Antioch-P-SampleBallot,,,1,1,,3,2010-ContraCosta-Antioch-P
Heat2791,231, 11/2/2010,2010,Contra Costa,City of Concord,Q,General,City,1,1,,,,1,1,1,1,,0,,,,,"""2010-ContraCosta-Concord-Q-OrdText_Report"" is what I used",2010-ContraCosta-Concord-Q-All,1,1,1,1,,1,2010-ContraCosta-Concord-Q
Heat2792,235, 11/2/2010,2010,Contra Costa,City of El Cerrito,R,General,City,1,1,,,,1,1,1,1,,0,,,,,,2010-ContraCosta-ElCerrito-R-All,1,1,1,1,,1,2010-ContraCosta-ElCerrito-R
Heat2793,249, 11/2/2010,2010,Contra Costa,City of Pinole,S,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-ContraCosta-Pinole-S-All; 2010-ContraCosta-Pinole-S-SampleBallot,1,1,1,1,,1,2010-ContraCosta-Pinole-S
Heat2794,254, 11/2/2010,2010,Contra Costa,City of Pleasant Hill,T,General,City,1,1,,,,1,1,1,1,,0,,,,,,2010-ContraCosta-PleasantHill-T-All; 2010-ContraCosta-PleasantHill-T-SampleBallot,1,1,1,1,,1,2010-ContraCosta-PleasantHill-T
Heat2795,258, 11/2/2010,2010,Contra Costa,City of Richmond,V,General,City,1,1,,,,,,,,,0,,,,,,2010-ContraCosta-Richmond-V-All,1,1,1,1,,1,2010-ContraCosta-Richmond-V
Heat2796,2212, 11/2/2010,2010,Contra Costa,Contra Costa County,O,General,County,1,1,,,,1,1,1,1,,0,,1,,"from ""2010-ContraCosta-ContraCosta-O-SampleBallot"" to ""2010-ContraCosta-O-SampleBallot""",fee,2010-ContraCosta-O-SampleBallot,,,,,,3,2010-ContraCosta-O
Heat2797,272,  6/8/2010,2010,Contra Costa,Contra Costa County Kensington Police Protection and Community Services District,G,Primary,Special District,1,1,,,,1,1,1,1,,0,,,,,,2010-ContraCosta-KensingtonCSD-G-All,,,,,,1,2010-ContraCosta-KensingtonCSD-G
Heat2798,2225,  6/8/2010,2010,Contra Costa,"Contra Costa County Service Area No. P-6, Zone 3111",E,Primary,Special District,1,1,,,,1,1,1,1,,0,,,,,,2010-ContraCosta-CSAP6-E-SampleBallot,,,,,,3,2010-ContraCosta-CSAP6-E
Heat2799,2233, 11/2/2010,2010,Contra Costa,John Swett Unified School District,J,General,School District,1,1,,,,1,5,5,5,,0,,,,,No policy files on OneDrive,2010-ContraCosta-JohnSwettUSD-J-SampleBallot,,,1,1,,3,2010-ContraCosta-JohnSwettUSD-J
Heat2800,2253, 11/2/2010,2010,Contra Costa,West Contra Costa Unified School District,M,General,School District,1,1,,,,1,1,1,1,,0,,1,,"""WestCCUSD"" to ""WestContraCostaUSD""",No policy files on OneDrive,2010-ContraCosta-WestContraCostaUSD-M-SampleBallot,,,1,1,,3,2010-ContraCosta-WestContraCostaUSD-M
Heat2801,310, 11/2/2010,2010,El Dorado,City of Placerville,H,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-ElDorado-Placerville-H-All,1,1,1,1,,1,2010-ElDorado-Placerville-H
Heat2802,312, 11/2/2010,2010,El Dorado,City of South Lake Tahoe,E,General,City,1,1,,,,,,,,,0,,,,,,2010-ElDorado-SouthLakeTahoe-E-All,1,1,1,1,,1,2010-ElDorado-SouthLakeTahoe-E
Heat2803,318, 11/2/2010,2010,El Dorado,El Dorado County Community Services District (Cameron Park),C,General,Special District,1,1,,,,1,5,5,5,,0,,,,,,2010-ElDorado-CameronEstatesCSD-C-All,,,,,,1,2010-ElDorado-CameronEstatesCSD-C
Heat2804,2319, 11/2/2010,2010,Fresno,City of Reedley,H,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-Fresno-Reedley-H-SampleBallot; 2010-Fresno-Reedley-H-Ord,1,1,1,1,,1,2010-Fresno-Reedley-H
Heat2805,358,  6/8/2010,2010,Fresno,City of Selma,K,Primary,City,1,1,,,,5,5,5,5,,0,,,,"""OrdinanceText"" to ""Ord""",,2010-Fresno-Selma-K-Ord; 2010-Fresno-Selma-K-SampleBallot,1,1,1,1,,1,2010-Fresno-Selma-K
Heat2806,374, 11/2/2010,2010,Fresno,Cutler-Orosi Joint Unified School District,U,General,School District,1,1,,,,1,5,5,5,,0,,,1,"Deleted ""Tulare"" since already a separate file",Same text as Tulare,2010-Fresno-CutlerOrosiJointUSD-U-All,1,1,1,1,,1,2010-Fresno-CutlerOrosiJointUSD-U
Heat2807,376,  6/8/2010,2010,Fresno,Cutler-Orosi Joint Unified School District,P,Primary,School District,1,1,,,,5,5,5,5,,0,,,1,"Deleted ""Tulare"" since already a separate file",Same text as Tulare,2010-Fresno-CutlerOrosiJointUSD-P-All,1,1,1,1,,1,2010-Fresno-CutlerOrosiJointUSD-P
Heat2808,2334, 11/2/2010,2010,Humboldt,City of Eureka,O,General,City,3,1,,,,1,,,,,0,,,,,missing policy,2010-Humboldt-Eureka-O-SampleBallot,,,1,1,,3,2010-Humboldt-Eureka-O
Heat2809,422,  6/8/2010,2010,Imperial,City of Calexico,H,Primary,City,3,3,,,,,,,,,0,,,,"""OrdText"" to ""Ord""",missing everything else,2010-Imperial-Calexico-H-Ord,1,1,,,,1,2010-Imperial-Calexico-H
Heat2810,450, 11/2/2010,2010,Kern,City of California City,E,Primary,City,1,1,,,,1,,,,,0,,,,,,2010-Kern-CaliforniaCity-E-Res; 2010-Kern-CaliforniaCity-E-SampleBallot,1,1,1,1,,1,2010-Kern-CaliforniaCity-E
Heat2811,2375, 11/2/2010,2010,Kern,Kern County Community Services District (Bear Valley),F,General,Special District,1,1,,,,,,,,,0,,,,,,2010-Kern-BearValleyCSD-F-SampleBallot; 2010-Kern-BearValleyCSD-F-Res,,,,,,1,2010-Kern-BearValleyCSD-F
Heat2812,2385, 11/2/2010,2010,Kern,North Edwards Water District,H,General,Special District,1,1,,,,,,,,,0,,,,,,2010-Kern-NorthEdwardsWaterDist-H-SampleBallot; 2010-Kern-NorthEdwardsWaterDist-H-Res,,,,,,1,2010-Kern-NorthEdwardsWaterDist-H
Heat2813,497, 11/2/2010,2010,Lassen,Susan River Fire Protection District,U,General,Special District,1,1,,,,1,5,5,5,,0,,,,,,2010-Lassen-SusanRiverFPD-U-All,,,,,,1,2010-Lassen-SusanRiverFPD-U
Heat2814,526, 11/2/2010,2010,Los Angeles,City of Bellflower,A,General,City,1,1,,,,1,1,1,1,,0,,,,,Ord/Policy may be incomplete,2010-LosAngeles-Bellflower-A-All,,,1,1,,1,2010-LosAngeles-Bellflower-A
Heat2815,535, 11/2/2010,2010,Los Angeles,City of Carson,H,General,City,1,1,,,,1,1,1,1,,0,,,,,,2010-LosAngeles-Carson-H-Res; 2010-LosAngeles-Carson-H-SampleBallot,1,1,1,1,,1,2010-LosAngeles-Carson-H
Heat2817,552, 4/13/2010,2010,Los Angeles,City of El Segundo,N,Special,City,1,1,,,,1,5,5,5,,0,,,,"""SampleBallot_Res"" to ""All""",,2010-LosAngeles-ElSegundo-N-All,,,1,1,,1,2010-LosAngeles-ElSegundo-N
Heat2818,550, 11/2/2010,2010,Los Angeles,City of El Segundo,O,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-LosAngeles-ElSegundo-O-All,1,1,1,1,,1,2010-LosAngeles-ElSegundo-O
Heat2816,551, 4/13/2010,2010,Los Angeles,City of El Segundo,M,Special,City,1,1,,,,1,5,5,5,,0,,,,"""SampleBallot_Res"" to ""All""",,2010-LosAngeles-ElSegundo-M-All,,,1,1,,1,2010-LosAngeles-ElSegundo-M
Heat2820,587, 11/2/2010,2010,Los Angeles,City of La Puente,N,General,City,1,1,,,,1,5,5,5,,0,,1,,"""2010-LosAngeles-LaPuente-N_M-All"" to ""2010-LosAngeles-LaPuente-N-All""",,2010-LosAngeles-LaPuente-N-All,1,1,1,1,,1,2010-LosAngeles-LaPuente-N
Heat2819,586, 11/2/2010,2010,Los Angeles,City of La Puente,M,General,City,1,1,,,,,,,,,0,,1,,"""2010-LosAngeles-LaPuente-N_M-All"" to ""2010-LosAngeles-LaPuente-M-All""",,2010-LosAngeles-LaPuente-M-All,1,1,1,1,,1,2010-LosAngeles-LaPuente-M
Heat2821,599, 11/2/2010,2010,Los Angeles,City of Long Beach,B,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-LosAngeles-LongBeach-B-All,1,1,1,1,,1,2010-LosAngeles-LongBeach-B
Heat2822,632, 11/2/2010,2010,Los Angeles,City of Pomona,SP,General,City,1,1,,,,1,1,,1,,0,,,,,,2010-LosAngeles-Pomona-SP-All,1,1,1,1,,1,2010-LosAngeles-Pomona-SP
Heat2823,658, 11/2/2010,2010,Los Angeles,City of Santa Fe Springs,S,General,City,1,1,,,,1,5,5,5,,0,,,,"""OrdText"" to ""Ord""",,2010-LosAngeles-SantaFeSprings-S-Ord; 2010-LosAngeles-SantaFeSprings-S-SampleBallot,1,1,1,1,,1,2010-LosAngeles-SantaFeSprings-S
Heat2824,662, 11/2/2010,2010,Los Angeles,City of Santa Monica,Y,General,City,3,1,,,,1,1,1,1,,0,,,,,,2010-LosAngeles-SantaMonica-Y-All,1,1,1,1,,1,2010-LosAngeles-SantaMonica-Y
Heat2825,665, 11/2/2010,2010,Los Angeles,City of South El Monte,R,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-LosAngeles-SouthElMonte-R-All,1,1,1,1,,1,2010-LosAngeles-SouthElMonte-R
Heat2826,703,  6/8/2010,2010,Los Angeles,Los Angeles Unified School District,E,Primary,School District,1,1,,,,1,1,1,1,,0,,1,,"""LAUSD"" to ""LosAngelesUSD""",,2010-LosAngeles-LosAngelesUSD-E-All,1,1,1,1,,1,2010-LosAngeles-LosAngelesUSD-E
Heat2827,710,  5/4/2010,2010,Los Angeles,Pasadena Unified School District,CC,Special,School District,1,1,,,,1,1,1,1,,0,,,,,,2010-LosAngeles-PasadenaUSD-CC-All,1,1,1,1,,1,2010-LosAngeles-PasadenaUSD-CC
Heat2828,711, 11/2/2010,2010,Los Angeles,Pomona Unified School District,SS,General,School District,1,1,,,,1,1,1,1,,0,,,,,,2010-LosAngeles-PomonaUSD-SS-All,1,1,1,1,,1,2010-LosAngeles-PomonaUSD-SS
Heat2829,716, 5/25/2010,2010,Los Angeles,Santa Monica-Malibu Unified School District,A,Special,School District,1,1,,,,1,1,1,1,,0,,,,,,2010-LosAngeles-SantaMonicaMalibuUSD-A-All,1,1,1,1,,1,2010-LosAngeles-SantaMonicaMalibuUSD-A
Heat2830,743, 11/2/2010,2010,Marin,City of Larkspur,E,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-Marin-Larkspur-E-All,1,1,1,1,,1,2010-Marin-Larkspur-E
Heat2831,750, 11/2/2010,2010,Marin,City of Novato,F,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-Marin-Novato-F-All,1,1,1,1,,1,2010-Marin-Novato-F
Heat2833,757, 11/2/2010,2010,Marin,City of San Rafael,I,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-Marin-SanRafael-I-All,1,1,1,1,,1,2010-Marin-SanRafael-I
Heat2832,756,  6/8/2010,2010,Marin,City of San Rafael,C,Primary,City,1,1,,,,1,5,5,5,,0,,,,,,2010-Marin-SanRafael-C-All,1,1,1,1,,1,2010-Marin-SanRafael-C
Heat2834,762, 11/2/2010,2010,Marin,Kentfield Fire District,O,General,Special District,1,1,,,,5,5,5,5,,0,,1,,"from ""SampleBallot&Res"" to ""All""",,2010-Marin-KentfieldFPD-O-All; 2010-Marin-KentfieldFPD-O-Ord,,,,,,1,2010-Marin-KentfieldFPD-O
Heat2835,779,  6/8/2010,2010,Marin,Marin County,A,Primary,County,1,1,,,,1,5,5,5,,0,,1,,"from ""2010-Marin-Marin-A-All"" to ""2010-Marin-A-All""",,2010-Marin-A-All,,,,,,1,2010-Marin-A
Heat2836,780, 11/2/2010,2010,Marin,Marin County,B,General,County,1,1,,,,1,5,5,5,,0,,,,,fee,2010-Marin-B-All,,,,,,1,2010-Marin-B
Heat2837,789, 11/2/2010,2010,Marin,Marin County Community Services District (Marinwood),Q,General,Special District,1,1,,,,1,1,1,1,,0,,,,,,2010-Marin-MarinwoodCSD-Q-All,,,,,,1,2010-Marin-MarinwoodCSD-Q
Heat2838,798,  6/8/2010,2010,Marin,Marin County Community Services District (Muir Beach),E,Primary,Special District,1,1,,,,5,5,5,5,,0,,,,,,2010-Marin-MuirBeachCSD-E-All,,,,,,1,2010-Marin-MuirBeachCSD-E
Heat2839,805, 11/2/2010,2010,Marin,Marin County Service Area No. 13 (Lucas Valley),J,General,Special District,1,1,,,,1,1,5,5,,0,,,,,,2010-Marin-CSA13-J-All,,,,,,1,2010-Marin-CSA13-J
Heat2840,812, 11/2/2010,2010,Marin,Marin County Service Area No. 27 (Ross Valley Paramedic Authority),L,General,Special District,1,1,,,,1,5,5,5,,0,,,,,,2010-Marin-CSA27-L-All,,,,,,1,2010-Marin-CSA27-L
Heat2841,815, 11/2/2010,2010,Marin,Marin County Service Area No. 31,N,General,Special District,1,1,,,,1,5,5,5,,0,,,,,,2010-Marin-CSA31-N-All,,,,,,1,2010-Marin-CSA31-N
Heat2843,843, 11/2/2010,2010,Marin,Santa Venetia-Bayside Acres Fire Protection District,K,General,Special District,1,1,,,,1,5,5,5,,0,,,,,,2010-Marin-CSA19-K-All,,,,,,1,2010-Marin-CSA19-K
Heat2842,842,  6/8/2010,2010,Marin,Santa Venetia Flood Control Zone No. 7,D,Primary ,Special District,1,1,,,,1,1,1,1,,0,,,,,,2010-Marin-SantaVenetiaFCDZone7-D-All,,,,,,1,2010-Marin-SantaVenetiaFCDZone7-D
Heat2844,848, 11/2/2010,2010,Marin,Sleepy Hollow Fire Protection District,R,General,Special District,1,1,,,,1,5,5,5,,0,,,,,,2010-Marin-SleepyHollowFPD-R-All,,,,,,1,2010-Marin-SleepyHollowFPD-R
Heat2845,857, 11/2/2010,2010,Marin,Town of Corte Madera,C,General,City,1,1,,,,5,5,5,5,,0,,,,,,2010-Marin-CorteMadera-C-All,1,1,1,1,,1,2010-Marin-CorteMadera-C
Heat2846,2568, 11/2/2010,2010,Marin,Town of Fairfax,D,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-Marin-Fairfax-D-SampleBallot; 2010-Marin-Fairfax-D-Res,1,1,1,1,,1,2010-Marin-Fairfax-D
Heat2847,869, 11/2/2010,2010,Marin,Town of Ross,G,General,City,1,1,,,,1,5,5,5,,0,,,,,missing policy,2010-Marin-Ross-G-SampleBallot,,,1,1,,3,2010-Marin-Ross-G
Heat2848,874,  6/8/2010,2010,Marin,Town of San Anselmo,B,Primary,City,1,1,,,,1,5,5,5,,0,,,,,,2010-Marin-SanAnselmo-B-All,1,1,1,1,,1,2010-Marin-SanAnselmo-B
Heat2849,875, 11/2/2010,2010,Marin,Town of San Anselmo,H,General,City,1,1,,,,1,5,5,5,,0,,,,,,2010-Marin-SanAnselmo-H-All,1,1,1,1,,1,2010-Marin-SanAnselmo-H
Heat2850,878, 11/2/2010,2010,Marin,West Marin Paramedic County Service Area 28,M,General,Special District,,,,,,,,,,,,1,,,,can't find it on OneDrive,,,,,,,,
Heat2851,2605, 11/2/2010,2010,Mendocino,Mendocino County,C,General,County,1,1,,,,1,1,1,1,,0,,1,,"from ""2010-Mendocino-Mendocino-C-All"" to ""2010-Mendocino-C-All""",,2010-Mendocino-C-All,,,,,,1,2010-Mendocino-C
Heat2852,2630,  6/8/2010,2010,Modoc,City of Alturas,O,Primary,City,3,1,,,,1,5,5,5,,0,,,,"""2010-Modoc-O_P-SampleBallot"" to ""2010-Modoc-Alturas-O-SampleBallot""",missing policy,2010-Modoc-Alturas-O-SampleBallot,,,1,1,,3,2010-Modoc-Alturas-O
Heat2853,2631, 8/31/2010,2010,Modoc,Last Frontier Healthcare District,R,Special,Special District,1,1,,,,1,1,5,1,,0,,,,,,2010-Modoc-LastFrontierHealthcareDist-R-SampleBallot,,,,,,3,2010-Modoc-LastFrontierHealthcareDist-R
Heat2854,897, 11/2/2010,2010,Modoc,Mayers Memorial Hospital District,D,,,,,,,,,,,,,1,,,,,bond,,,,,,,,
